amount,amount_log,hour,day_of_week,user_account_age_days,card_age_days,txn_count_7d,txn_count_30d,avg_amount_30d,std_amount_30d,amount_to_avg_ratio,failed_auths_24h,is_new_device,is_international,distance_km,ip_risk_score,email_risk_score,merchant_risk_category,time_since_last_txn_hrs,device_os_encoded,browser_encoded,feature_noise_1,feature_noise_2,feature_noise_3,feature_noise_4
151.0071,5.0239,15,2,2841,1031,5,65,32.668,0.0349,4.4852,0,0,1,9.3565,0.3548,0.1121,0,15.8987,0,4,-1.0217,-1.0567,13.0,0.9039
26.1499,3.3014,12,5,945,171,17,73,31.7126,1.7327,0.7994,0,0,0,5.7098,0.2514,0.5134,1,11.7312,0,3,-0.6024,1.0335,64.0,0.3053
11.2482,2.5054,17,4,1042,1383,8,30,57.0204,30.5776,0.1939,0,0,0,29.5547,0.165,0.0493,1,99.4392,0,5,-0.1086,0.3916,84.0,0.3009
57.7879,4.0739,12,5,3202,1109,19,13,21.1765,6.3378,2.6058,0,0,1,0.0679,0.8693,0.5884,0,34.7922,1,5,1.1228,0.1566,68.0,0.677
313.8236,5.752,12,2,104,740,24,45,56.759,87.6902,5.4333,0,1,0,11.2438,0.3362,0.5514,3,6.0201,2,5,0.7325,-0.231,84.0,0.7569
71.1364,4.2786,13,2,2521,95,8,21,84.3289,15.384,0.8337,1,1,0,860.4661,0.5568,0.4685,4,576.4602,2,6,0.4707,-2.3108,75.0,0.2175
1.4821,0.9091,16,3,1733,290,21,49,84.8144,17.2172,0.0173,0,0,0,43.0903,0.0582,0.6909,3,47.4921,1,2,0.2604,-0.5995,70.0,0.2142
17.8542,2.9367,20,2,2716,1132,15,30,240.5956,32.8806,0.0739,0,0,1,24.0464,0.4467,0.1692,0,69.6256,2,3,0.1113,-0.0786,55.0,0.8671
47.2021,3.8754,8,6,2126,1045,19,51,5.6136,19.4526,7.1372,0,0,0,81.0624,0.5283,0.3331,1,2.5235,0,5,0.619,-0.4989,4.0,0.3924
71.0855,4.2779,13,5,2312,267,16,44,30.9846,21.9908,2.2225,0,0,0,2.9052,0.1808,0.4015,4,29.4911,2,0,-0.4714,0.9209,48.0,0.8999
256.3194,5.5503,20,6,655,97,13,87,292.3071,4.57,0.8739,0,1,1,34.4453,0.1383,0.1677,0,2.984,2,5,1.2985,-0.6091,55.0,0.7241
13.2677,2.658,18,4,850,1805,23,29,6.4694,81.4731,1.7763,0,0,0,38.0801,0.2269,0.2204,0,16.2445,4,2,1.4169,-0.2028,76.0,0.1876
43.1847,3.7884,13,0,2049,966,6,37,123.3141,19.8521,0.3474,0,0,0,68.1936,0.2542,0.2359,0,50.5264,3,4,-0.0715,-0.2172,6.0,0.2909
68.4018,4.2399,20,0,3076,1574,4,24,50.7019,60.3553,1.323,1,0,1,9.8317,0.2851,0.2839,0,9.3969,1,5,2.0448,1.3828,26.0,0.5597
28.3243,3.3784,16,4,3230,620,20,58,11.0273,27.002,2.355,0,0,1,58.3776,0.6069,0.4975,0,36.3003,1,3,2.0568,-0.3257,77.0,0.7063
100.9467,4.6244,2,2,1580,54,2,11,11.1695,29.7015,8.2951,3,0,0,2423.8864,0.6859,0.4219,3,484.8127,4,5,1.0911,-0.1535,1.0,0.6636
38.0241,3.6642,23,4,1394,791,19,60,35.9089,8.2455,1.0302,1,0,0,120.3745,0.6494,0.3612,0,44.6752,3,5,1.7356,0.9823,49.0,0.9708
47.9818,3.8914,9,4,3181,671,17,81,101.0101,57.6467,0.4704,0,0,0,12.6113,0.1392,0.6495,2,3.4581,3,0,-0.3413,0.0223,94.0,0.5397
101.7533,4.6323,8,5,2339,1630,24,34,10.5677,21.9603,8.7963,0,0,0,15.0352,0.7528,0.0122,3,41.0091,0,6,0.1712,-0.4896,0.0,0.6424
42.8298,3.7803,9,6,1494,44,19,82,39.0966,2.9694,1.0682,0,1,0,4.3392,0.4101,0.3999,0,39.9919,0,0,-0.5659,0.8053,2.0,0.1279
42.0419,3.7622,9,2,351,910,15,37,311.3178,5.7609,0.1346,0,0,0,11.0449,0.4391,0.3604,1,23.4706,4,6,0.916,-0.6451,65.0,0.286
33.6571,3.5455,8,0,3448,19,23,11,9.3087,48.6921,3.2649,0,0,0,53.0722,0.0354,0.2554,3,24.9115,3,7,0.6562,0.2269,8.0,0.7306
3.6485,1.5365,15,6,2763,65,14,17,21.7635,0.1054,0.1603,0,0,1,108.4876,0.0955,0.1653,0,48.4137,3,4,0.2913,0.5613,79.0,0.1272
34.0723,3.5574,22,2,2936,1973,6,81,22.2056,21.5395,1.4683,0,0,0,6.8452,0.1832,0.32,0,46.0161,2,6,0.2521,2.8084,62.0,0.6306
104.0784,4.6547,8,1,1750,227,1,68,35.1002,13.9129,2.883,0,0,1,37.5361,0.5396,0.606,0,49.4379,3,2,-0.3034,-0.8449,93.0,0.5727
13.0476,2.6425,13,6,936,139,11,8,7.9265,0.4759,1.4617,0,0,0,4.6748,0.205,0.4465,0,1.2856,2,3,-0.151,-0.9785,64.0,0.6009
480.3651,6.1766,17,1,1805,1618,23,85,79.8243,26.1248,5.9433,0,0,1,56.0335,0.4011,0.1222,0,31.9378,2,1,0.8783,-1.0364,26.0,0.4865
17.9507,2.9418,9,4,2062,1718,21,31,2.3241,14.2121,5.4002,0,1,0,31.6889,0.1625,0.3108,1,9.5373,0,4,0.3982,0.5793,61.0,0.5178
21.5202,3.1144,18,6,1256,1693,17,35,70.4484,64.2355,0.3012,0,0,0,115.441,0.2303,0.1413,0,30.3813,4,0,-0.1383,0.5084,19.0,0.4295
70.1916,4.2654,10,4,441,718,19,60,164.8794,142.6106,0.4231,1,1,0,51.8247,0.0438,0.0432,0,3.4892,0,2,0.3557,-0.2076,24.0,0.1922
10.9626,2.4818,10,5,3126,357,18,29,181.9415,14.9831,0.0599,0,0,0,22.2869,0.1146,0.2065,1,16.1628,4,3,-0.7772,1.6287,31.0,0.2833
16.8889,2.8842,15,4,2889,1090,19,56,13.3408,0.8839,1.1777,0,1,0,5.1659,0.3319,0.0102,1,15.2972,3,4,-0.2531,0.6013,2.0,0.4943
2.3813,1.2183,9,4,3561,1160,9,50,73.4857,22.8879,0.032,0,0,0,47.8885,0.142,0.2082,0,3.4388,4,7,-0.0827,0.6934,7.0,0.1904
66.0004,4.2047,12,1,15,809,3,61,33.0064,57.5848,1.9408,0,0,0,39.059,0.5435,0.0821,0,44.9121,4,5,-0.1059,-0.4957,55.0,0.6513
40.0977,3.716,8,4,2608,1304,17,12,61.2018,50.17,0.6446,2,0,0,17.9757,0.2579,0.496,0,10.5317,4,2,1.876,-0.5385,46.0,0.1436
71.3074,4.2809,20,2,2394,89,8,40,57.5929,41.2666,1.217,0,0,1,18.6585,0.1623,0.5248,0,84.3087,0,2,-0.0633,0.8987,85.0,0.4526
18.1601,2.9528,9,0,3292,1060,10,37,14.3694,145.7048,1.1816,2,0,0,4.639,0.3852,0.2124,1,0.6934,2,1,0.0359,-1.2356,65.0,0.7839
74.2867,4.3213,13,6,3517,1172,13,29,76.7691,58.3985,0.9552,0,0,0,27.7341,0.3135,0.3784,1,5.2656,1,4,0.3121,0.147,51.0,0.0979
6.1339,1.9649,16,5,1266,1415,23,86,7.7109,11.9348,0.7042,0,0,1,29.3381,0.3029,0.6302,0,1.6751,0,3,0.3866,-1.0918,25.0,0.8952
143.1809,4.9711,18,0,2521,918,23,68,31.4491,0.1619,4.4125,0,0,0,70.0938,0.4003,0.1036,2,22.4468,2,0,0.1139,-1.6524,53.0,0.4099
13.3195,2.6616,20,3,2778,359,16,38,2.2817,1.8523,4.0587,1,0,1,55.2486,0.4231,0.5428,1,3.1525,1,1,0.8938,-1.8173,13.0,0.0989
267.074,5.5913,15,3,2970,639,9,75,10.7598,22.3672,22.7108,0,0,0,136.2343,0.0542,0.1435,1,22.2553,3,1,0.8445,0.435,99.0,0.9439
4.6108,1.7247,11,1,2223,891,6,12,2.2095,7.7115,1.4366,1,1,0,8.3445,0.259,0.148,1,56.0413,2,7,-0.7259,-1.1879,81.0,0.7096
67.379,4.2251,9,3,1573,1138,24,83,65.1982,16.6739,1.0178,1,0,0,36.9659,0.1398,0.1953,0,134.7287,0,3,-0.8218,-0.0538,79.0,0.0174
12.9498,2.6355,9,0,2178,387,5,83,40.9478,20.4233,0.3087,0,0,1,4.6766,0.3464,0.0587,0,1.9775,3,0,1.3459,0.2046,60.0,0.8352
3.8439,1.5777,14,2,2007,489,20,60,274.7451,15.7672,0.0139,0,0,0,3.0743,0.2217,0.5103,3,3.9964,0,5,0.2995,-0.7524,26.0,0.8379
45.1744,3.8324,14,1,680,928,6,49,10.201,52.5973,4.0331,0,0,0,19.0523,0.1506,0.3333,1,19.2246,4,6,1.8891,0.2841,73.0,0.4058
7.3647,2.124,14,6,969,33,3,33,136.3334,4.8083,0.0536,0,1,0,16.8981,0.3931,0.3962,2,10.2771,0,7,-0.2518,-0.431,15.0,0.7529
5.5211,1.875,13,5,1012,1673,4,4,10.4049,29.3564,0.4841,0,0,0,41.1059,0.3553,0.1179,0,7.5171,0,7,0.1224,-0.1427,90.0,0.7116
22.6916,3.1651,18,0,916,935,2,68,116.78,36.171,0.1927,0,0,1,43.78,0.201,0.1597,1,3.2244,2,2,0.0698,-0.1077,30.0,0.6051
18.3045,2.9603,0,1,384,432,85,120,15.1616,4.2508,1.1326,2,0,1,80.9273,0.6496,0.1286,3,0.3821,2,0,0.2795,0.5455,7.0,0.7675
4.1406,1.6372,13,6,118,65,6,81,6.6173,17.3945,0.5436,0,0,0,79.1128,0.6457,0.3032,0,23.0616,2,7,-1.5921,0.3712,60.0,0.0778
3.8242,1.5736,19,5,2308,1495,14,63,44.2199,20.0544,0.0846,0,0,1,2.2611,0.2127,0.041,3,30.4243,3,4,0.1078,1.6397,1.0,0.14
214.2324,5.3717,13,1,1212,572,14,62,979.5741,41.1118,0.2185,2,0,0,8.0896,0.296,0.2528,0,9.8387,4,7,-1.3431,0.3506,39.0,0.3644
283.4949,5.6507,13,4,2079,1915,12,23,28.2848,17.2735,9.6806,0,0,1,15.0031,0.0581,0.1768,1,44.4535,3,0,-0.5197,1.3583,47.0,0.1318
10.2964,2.4245,13,1,42,1366,5,9,25.9092,1.267,0.3826,0,0,1,113.8871,0.656,0.3794,0,49.9156,2,7,-0.0945,-0.855,6.0,0.605
80.3971,4.3993,21,3,3601,30,8,26,49.6766,13.3318,1.5865,1,1,1,1044.4067,0.3256,0.5238,2,606.1331,0,4,-0.3037,1.684,78.0,0.3451
42.1727,3.7652,9,4,1117,91,17,2,30.6228,3.3795,1.3336,0,0,1,73.4608,0.0224,0.1948,3,66.9949,3,0,0.6806,-1.2328,79.0,0.6931
113.2255,4.7382,12,4,3506,1779,6,28,52.7491,41.6159,2.1066,0,0,0,82.1709,0.3158,0.4183,0,35.3932,0,5,0.1214,-0.5323,1.0,0.6743
4.0648,1.6223,19,5,658,771,16,30,2.0187,22.6052,1.3465,0,0,1,61.6516,0.1854,0.458,1,24.139,1,6,0.3704,-0.166,80.0,0.3141
12.6851,2.6163,10,4,1691,242,23,33,23.4741,1.4489,0.5183,2,0,0,7.9997,0.463,0.2079,0,26.808,2,5,-0.7958,0.7964,11.0,0.1574
5.4069,1.8574,21,2,2313,55,5,63,7.8844,34.2325,0.6086,0,0,0,16.37,0.4113,0.4149,0,18.7569,4,4,-0.7432,-0.7945,23.0,0.9488
85.5094,4.4603,22,4,3235,1988,12,72,9.2237,11.5856,8.3639,0,1,1,12.3693,0.1862,0.141,3,11.6217,4,1,-1.7132,0.4435,94.0,0.2271
26.1368,3.3009,18,0,851,1872,23,30,5.3148,56.5423,4.1389,0,0,0,85.177,0.3384,0.1817,1,0.4584,3,3,1.1717,-0.5753,51.0,0.9792
3.6341,1.5334,17,0,2132,1127,18,83,159.4686,8.9664,0.0226,0,0,1,12.1511,0.3248,0.5124,2,6.3503,1,5,-0.0884,0.7189,93.0,0.9926
28.615,3.3883,18,0,2703,53,24,42,29.2271,20.5981,0.9467,1,0,0,6.4007,0.4445,0.1341,0,34.4078,4,6,0.7522,1.8361,75.0,0.4981
2.6811,1.3032,10,3,421,319,1,65,9.5068,21.3333,0.2552,3,0,0,102.748,0.1142,0.2093,0,13.6196,3,2,0.4876,0.0355,91.0,0.9705
437.3605,6.083,14,6,2976,1470,12,27,16.5319,15.8841,24.9465,0,0,0,3.0096,0.1321,0.0819,0,17.8105,1,1,0.3727,-1.3077,34.0,0.0786
421.9807,6.0473,12,0,2070,88,13,63,108.5991,14.9514,3.8502,0,0,0,8.5783,0.2395,0.1399,1,23.3008,0,7,0.6127,-0.8704,96.0,0.9391
9.3976,2.3416,10,4,1269,334,12,11,24.333,16.7653,0.371,1,0,0,21.3618,0.5476,0.0454,1,16.0771,3,0,-0.062,0.6879,85.0,0.0687
9.9658,2.3948,8,3,3293,1896,8,4,11.6887,1.4809,0.7854,1,0,1,3.6216,0.2609,0.2511,3,19.8791,0,3,-0.2165,0.1785,12.0,0.09
1.1229,0.7528,10,0,1440,61,10,65,17.2591,3.3734,0.0615,0,0,0,26.6416,0.0663,0.1282,1,9.9219,2,7,1.4427,1.5408,72.0,0.4079
85.5492,4.4607,22,1,3453,586,2,58,27.1119,26.8228,3.0432,1,0,0,21.1075,0.1411,0.2284,3,9.1653,1,1,0.6906,0.9715,78.0,0.9943
66.2817,4.2089,10,5,2444,1044,5,82,34.533,48.0723,1.8654,0,0,0,28.6361,0.0882,0.204,0,64.354,3,6,-0.0214,-0.2693,79.0,0.5593
39.0824,3.6909,10,3,2024,500,19,55,24.2799,10.2541,1.546,0,0,0,1.794,0.5047,0.1709,1,12.4376,0,7,0.6411,1.2814,88.0,0.7547
14.6861,2.7528,13,3,1462,1945,2,35,16.9266,35.7166,0.8192,0,0,0,54.6173,0.0776,0.1356,0,29.1068,0,2,1.3219,-0.7607,84.0,0.1035
6.8391,2.0591,20,6,2736,1934,13,17,131.5387,22.4377,0.0516,0,0,0,31.9344,0.1586,0.0391,2,19.7729,2,7,-0.1627,-0.8441,59.0,0.5429
21.3925,3.1087,19,1,3481,1356,4,75,39.8076,8.0051,0.5242,0,0,0,3.0159,0.3579,0.2799,0,63.4009,2,3,-1.2194,2.0215,3.0,0.869
46.9304,3.8697,10,0,3498,975,23,87,65.2969,5.0112,0.7079,0,0,0,49.8427,0.3642,0.3956,1,111.039,2,4,-0.1015,-1.1432,65.0,0.9381
77.1748,4.3589,11,3,2118,806,23,39,62.5437,8.1951,1.2145,0,1,0,3.7519,0.1484,0.3859,0,7.4899,0,3,1.2701,-0.4649,55.0,0.9095
43.2085,3.7889,12,0,2627,1841,21,88,325.2805,19.1413,0.1324,0,0,0,6.7295,0.0537,0.4037,0,14.6817,3,1,-1.4581,2.1237,78.0,0.823
19.0954,3.0005,5,5,1069,85,2,5,114.981,28.7141,0.1646,0,0,0,54.1986,0.1436,0.4065,0,2.2655,1,0,-1.0261,0.0688,20.0,0.1413
81.8182,4.4166,9,4,576,1672,18,50,14.2042,11.0971,5.3813,0,0,1,2.265,0.3531,0.0343,0,2.8112,4,6,0.5675,3.1205,96.0,0.9479
731.6573,6.5967,13,3,986,759,10,52,31.7043,44.8774,22.3719,0,0,0,17.398,0.3396,0.0288,3,47.7791,3,6,0.1037,0.5573,48.0,0.4548
443.9855,6.098,11,2,452,546,22,50,18.6782,3.8635,22.5623,1,0,0,185.9885,0.5503,0.6225,1,64.1122,4,4,1.8109,0.6302,90.0,0.7736
22.0131,3.1361,20,2,101,276,4,76,18.9144,20.673,1.1054,0,0,0,22.3539,0.2643,0.1671,0,33.169,1,4,-0.4974,-0.6121,97.0,0.7619
1.0,0.6931,16,0,840,105,18,64,7.614,56.5907,0.1161,2,0,1,37.9165,0.1657,0.4611,0,4.637,2,4,1.9111,1.2892,10.0,0.432
67.9671,4.2336,19,4,1456,37,6,6,124.8675,21.0004,0.54,2,1,1,2234.8063,0.5651,0.3927,3,387.1895,0,4,-0.3838,-0.1722,10.0,0.3426
27.6385,3.3548,8,1,410,14,16,12,213.2533,41.2195,0.129,0,0,0,5.2245,0.1819,0.7052,0,29.4963,1,1,0.2859,-0.8448,40.0,0.5172
28.2905,3.3773,12,0,2590,381,20,88,17.0665,0.1713,1.5659,0,0,1,55.4759,0.3651,0.6863,0,76.8959,2,5,0.1287,0.0161,91.0,0.4122
58.1623,4.0803,8,1,1440,689,14,7,173.9591,25.4552,0.3324,0,0,0,97.0415,0.2353,0.3326,2,14.6167,4,2,0.7251,0.4771,70.0,0.5317
108.9493,4.7,12,3,2791,1819,12,44,79.9105,48.2698,1.3465,0,1,0,9.4364,0.1949,0.2137,1,1.5235,1,0,0.8196,-0.933,37.0,0.4953
95.6577,4.5712,9,1,2943,1955,4,6,76.1935,4.5816,1.2392,1,1,1,136.3476,0.2769,0.2105,2,18.5808,1,0,-0.0559,-1.0218,80.0,0.7728
49.7809,3.9275,10,4,2420,530,11,81,258.8544,12.5986,0.1916,0,0,0,38.919,0.2397,0.3762,0,32.1894,3,4,1.0531,-0.4767,47.0,0.8941
3117.4093,8.0451,14,2,1092,80,21,46,4.0354,1.6396,619.0935,0,0,0,59.8384,0.2894,0.0657,0,66.1426,0,0,0.429,-0.9121,60.0,0.3006
35.8767,3.6076,20,0,2084,159,20,68,5.0084,27.9302,5.9711,1,0,0,37.2624,0.3477,0.2279,0,6.3772,0,6,0.1264,0.9485,58.0,0.502
203.4714,5.3204,17,5,1205,1327,23,19,9.6409,12.8249,19.1216,1,0,0,33.3257,0.6185,0.105,0,0.2925,1,2,0.2045,0.9642,8.0,0.2656
3.9009,1.5894,14,0,2075,1926,11,68,14.9899,9.1922,0.244,0,0,0,106.2029,0.6259,0.2834,1,71.5362,2,0,-0.995,-2.1473,32.0,0.3937
894.8726,6.7978,8,1,2509,1849,14,19,25.4619,25.636,33.8174,0,0,1,63.9195,0.085,0.2223,0,5.6033,0,0,-0.6836,-1.4263,11.0,0.8201
19.7697,3.0335,14,6,3163,1082,21,23,162.0237,2.4991,0.1213,0,1,0,5.3098,0.0527,0.1776,0,85.5622,3,5,0.4747,-0.1494,53.0,0.2652
9.7945,2.379,17,0,2547,1415,21,74,26.7717,6.9498,0.3527,0,1,1,24.2541,0.5625,0.1876,0,4.5514,4,2,-0.3098,1.4017,19.0,0.4383
100.0,4.6151,19,2,1216,48,5,10,59.3458,76.8942,1.6571,1,0,0,2085.837,0.6102,0.6696,3,24.1978,1,5,-1.7032,0.4053,69.0,0.1109
38.2128,3.669,8,3,2662,1604,13,82,103.7683,55.053,0.3647,0,0,0,32.9374,0.1383,0.8154,1,4.4088,0,5,0.5823,-0.9838,27.0,0.001
25.5733,3.2799,18,2,833,1296,18,88,42.3788,0.6297,0.5895,0,0,1,52.8085,0.1251,0.5799,0,102.448,2,0,1.7867,-1.0119,15.0,0.1462
2.4308,1.2328,9,6,692,951,21,25,9.9162,27.7477,0.2227,0,0,0,41.2326,0.171,0.0984,3,28.2743,4,7,-1.4704,-0.2998,8.0,0.4915
37.5207,3.6512,9,1,2116,220,10,80,124.9257,8.504,0.298,0,0,0,52.764,0.5179,0.031,1,72.5063,4,3,-0.3657,-1.1976,31.0,0.261
67.483,4.2266,13,2,3455,1179,12,81,112.2084,15.2821,0.5961,0,0,0,25.8072,0.4137,0.0843,2,46.2019,3,2,-0.3876,1.2509,83.0,0.942
12.6621,2.6146,9,2,2321,1111,13,68,21.5015,8.0846,0.5627,0,0,0,170.0308,0.2041,0.42,2,41.9138,2,0,-1.0292,0.3755,56.0,0.919
11.0479,2.4889,11,5,3600,330,5,2,20.8911,26.5042,0.5047,0,0,0,73.484,0.1019,0.2839,0,23.1595,3,3,-0.958,-0.1637,41.0,0.145
20.4092,3.0638,13,1,601,106,3,84,169.5147,84.2088,0.1197,0,0,0,1.0769,0.3586,0.0855,1,22.8625,2,4,-0.0122,0.5735,87.0,0.0742
194.8486,5.2773,13,6,1899,1919,18,86,12.6722,45.9779,14.2514,0,0,1,12.6519,0.4048,0.2202,0,55.9571,3,4,1.8056,2.0857,4.0,0.4679
45.8508,3.847,8,0,2428,1989,5,74,98.2752,13.0241,0.4619,1,0,1,22.9956,0.3704,0.1945,0,38.4643,4,5,0.0787,-1.4642,84.0,0.144
166.522,5.1211,11,1,1312,38,1,2,33.1191,57.2899,4.8806,0,1,0,156.5311,0.3646,0.4786,3,149.7744,0,2,0.2381,0.3496,34.0,0.3678
21.7834,3.126,4,3,779,1844,20,14,6.5936,14.5488,2.8687,1,0,0,24.3821,0.0578,0.5029,1,0.0493,1,0,-0.4624,-1.4171,87.0,0.8398
2.336,1.2048,2,6,1154,408,33,71,50.2612,4.0395,0.0456,0,0,1,11.8371,0.6288,0.322,3,0.2372,4,0,0.2738,0.1734,97.0,0.0181
52.9653,3.9883,22,4,2950,923,14,52,422.329,1.5874,0.1251,1,1,0,12.9628,0.5904,0.3987,1,32.841,4,6,1.2067,0.0583,16.0,0.5984
175.4193,5.1729,18,4,1851,736,6,18,65.5515,48.9259,2.6358,0,0,1,17.3711,0.2154,0.0968,1,0.8116,0,2,1.3224,0.3131,16.0,0.5737
26.8146,3.3256,21,4,328,1280,17,31,45.6783,3.6019,0.5745,0,0,0,9.3095,0.1598,0.1662,2,10.99,4,4,1.1089,0.715,47.0,0.2094
248.4876,5.5194,16,1,91,1543,10,42,38.2311,20.7525,6.3339,0,0,1,41.6986,0.0454,0.0729,0,9.142,2,7,1.1893,-1.0446,58.0,0.864
1.0,0.6931,9,4,898,1764,16,3,7.6345,83.6749,0.1158,0,0,0,63.2253,0.2292,0.2171,3,2.4859,0,7,-1.152,-0.1531,56.0,0.0933
152.0317,5.0306,20,0,299,250,16,29,21.9551,0.7094,6.623,0,0,1,22.8322,0.1199,0.2035,0,74.3936,0,4,-0.9155,-0.595,14.0,0.2278
22.4416,3.1545,16,6,2429,1330,16,78,23.3336,3.5044,0.9222,0,0,0,43.2325,0.2778,0.3203,1,107.5047,3,2,-0.0084,-0.1275,53.0,0.6015
218.5381,5.3915,13,5,972,1185,2,54,9.999,7.291,19.8689,0,1,0,23.9447,0.4393,0.1985,0,3.5673,3,6,-0.3987,-0.2435,73.0,0.6214
40.0394,3.7145,19,5,2378,332,1,46,5.1841,74.5062,6.4746,0,0,0,70.6899,0.1944,0.2691,2,7.4389,0,2,-1.4281,-0.8429,27.0,0.1719
18.908,2.9911,14,5,3448,955,20,29,41.9964,0.5068,0.4398,0,0,1,23.0931,0.7593,0.379,1,30.1087,0,3,2.9709,-0.5303,23.0,0.5636
24.3905,3.2344,21,2,2938,873,11,20,96.8837,12.6908,0.2492,0,0,0,119.6595,0.144,0.1376,1,45.5579,2,4,-1.0288,-0.3523,63.0,0.09
39.9272,3.7118,9,0,1651,626,14,79,9.2832,0.1462,3.8828,2,0,1,19.8631,0.2573,0.3103,2,23.0478,1,2,1.9136,0.8085,34.0,0.5397
150.2912,5.0192,19,2,1934,1007,10,57,52.8739,3.4892,2.7897,0,0,0,34.0957,0.2085,0.3441,1,24.5465,0,6,-1.7918,-0.033,71.0,0.5851
334.2655,5.8149,16,2,248,1154,12,52,24.798,8.375,12.957,1,0,0,57.0683,0.3622,0.2152,3,38.3412,0,4,0.0557,2.2909,63.0,0.0924
25.8503,3.2903,10,4,1899,1336,19,35,91.1066,2.3811,0.2807,0,0,0,3.3332,0.5404,0.231,0,55.3392,4,4,0.3359,0.7867,66.0,0.3713
213.813,5.3698,10,1,1858,796,22,63,33.1674,12.0454,6.2578,0,0,0,57.4424,0.2683,0.2325,1,103.0253,0,3,-0.5702,-1.3658,64.0,0.717
4.7566,1.7504,12,5,603,1510,8,62,15.2755,5.3045,0.2923,1,1,1,6.2119,0.536,0.2341,1,11.2142,0,1,1.3371,-0.4169,58.0,0.8831
338.4848,5.8274,18,0,1345,1950,16,31,11.7265,20.9382,26.5969,0,0,0,88.3281,0.4838,0.0707,2,40.6297,4,0,-1.5094,-0.0312,70.0,0.5309
677.1468,6.5194,10,0,982,464,20,15,4.6823,41.9081,119.1669,0,0,0,41.3255,0.4606,0.1541,1,0.8556,0,4,-0.2958,0.4274,64.0,0.9306
43.3471,3.792,15,4,1241,736,12,27,24.6284,44.8415,1.6914,3,1,0,22.5783,0.4886,0.2647,2,42.4418,2,0,-0.7273,-0.4533,29.0,0.6738
350.6463,5.8626,22,6,140,754,22,60,64.1643,103.2188,5.381,0,1,0,17.574,0.0312,0.6047,2,21.3107,0,2,-0.381,-0.7977,64.0,0.5261
6.739,2.0463,1,2,1259,98,45,251,36.1568,1.9801,0.1814,1,0,1,57.093,0.7516,0.2392,2,0.2654,1,4,0.2439,0.5523,15.0,0.2371
142.7438,4.968,14,4,2126,1522,14,9,95.9526,4.9335,1.4723,0,0,1,31.3101,0.1942,0.1938,0,39.5293,0,7,1.1265,0.4936,52.0,0.3194
1.9938,1.0965,12,1,3125,945,22,77,44.8425,19.5975,0.0435,0,1,0,32.4849,0.7532,0.2605,0,18.8718,0,1,0.41,0.0991,2.0,0.689
578.3034,6.3618,18,0,56,6,6,9,87.6679,255.6709,6.5221,0,0,0,53.9358,0.433,0.9182,4,0.3883,3,5,1.5673,0.332,95.0,0.8355
25.1907,3.2654,14,2,704,509,3,88,21.2688,53.9335,1.1312,0,1,1,33.8394,0.4894,0.0199,1,13.3218,3,6,0.0593,-0.8635,49.0,0.2828
39.3379,3.6973,11,0,184,692,1,12,45.4198,1.8926,0.8474,0,0,0,29.5904,0.1017,0.2294,1,8.6905,4,3,-1.7604,1.0988,19.0,0.4937
15.6264,2.811,3,2,2546,1791,22,22,50.1271,8.6565,0.3056,0,0,0,6.3026,0.0882,0.5626,2,17.1986,3,4,-1.2907,-0.1935,60.0,0.7701
10.3517,2.4294,16,4,550,862,3,21,63.9283,12.5215,0.1594,0,0,0,36.4637,0.1801,0.2048,0,18.1984,1,0,-0.929,0.5841,14.0,0.4805
26.6221,3.3186,12,6,2922,1628,24,24,67.0472,3.9668,0.3912,0,0,0,48.3865,0.1108,0.2072,0,2.4516,2,1,0.9388,-1.0432,3.0,0.4568
345.1529,5.8469,8,5,3171,863,24,77,67.3276,5.7968,5.0514,0,0,0,9.9775,0.5723,0.1068,0,28.2075,4,3,1.2937,-1.2617,57.0,0.1584
9.8939,2.3882,18,4,3572,1579,8,85,58.6234,2.0242,0.1659,0,0,0,18.7997,0.2511,0.1458,1,44.9874,0,4,-0.6462,0.2559,42.0,0.0072
575.4719,6.3569,11,6,1333,1943,8,35,14.1751,16.956,37.922,1,0,0,18.417,0.4667,0.5712,2,22.4649,0,6,-1.4035,0.3323,57.0,0.0027
24.0562,3.2211,19,1,2482,881,14,76,64.9223,24.4059,0.3649,0,0,1,17.5373,0.407,0.1822,1,57.1111,4,4,0.9142,0.0984,23.0,0.1625
20.9663,3.0895,15,2,2316,1163,24,7,10.5323,8.4861,1.8181,0,0,0,37.6698,0.2403,0.1236,0,88.0613,2,7,0.5625,-0.7908,23.0,0.3398
11.5611,2.5306,8,1,3456,655,17,10,36.0238,43.6986,0.3123,2,1,0,3.6294,0.411,0.1199,0,15.0213,0,0,-1.0983,0.1289,73.0,0.7345
6867.4228,8.8347,16,3,3159,1734,12,25,14.8679,1.8222,432.7868,0,0,0,60.2968,0.028,0.1995,0,57.9222,0,7,0.6202,-0.1857,90.0,0.3669
701.8965,6.5552,8,6,386,1490,15,76,23.3066,115.5391,28.8768,0,0,1,2.3381,0.3995,0.07,0,54.3986,4,7,0.5442,0.7764,46.0,0.9013
8.4389,2.2448,10,1,1639,1139,23,72,17.0299,21.4383,0.468,0,0,0,62.3204,0.3007,0.0584,0,1.3533,2,3,0.7291,0.8916,59.0,0.5446
17.7545,2.9314,18,0,1537,1641,14,25,11.9313,0.0168,1.373,0,0,0,43.2271,0.4672,0.1823,1,11.5745,2,1,-0.0754,2.0165,13.0,0.1551
